match_week,attendance,home_position,away_position,home_performance,away_performance,home_avg_scored,away_avg_scored,home_avg_conceded,away_avg_conceded,home_performance_last_five,away_performance_last_five,home_performance_as_home,away_performance_as_away,home_avg_scored_as_home,away_avg_scored_as_away,home_avg_conceded_as_home,away_avg_conceded_as_away,home_posse,away_posse,home_shotsON,away_shotsON,home_shots,away_shots,home_passes,away_passes,home_corners,away_corners,home_offsides,away_offsides,home_yellows,away_yellows,home_reds,away_reds,home_fouls,away_fouls,Form_Home_Goals_Scored,Form_Home_Goals_Conceded,Form_Home_Shots,Form_Home_Possession,Form_Home_Points,Form_Away_Goals_Scored,Form_Away_Goals_Conceded,Form_Away_Shots,Form_Away_Possession,Form_Away_Points,HomeTeamResult
31,42037,17.0,7.0,0.33,0.5,1.03,1.9,1.87,1.3,0.4,0.4,0.36,0.4,14,27,22,25,46.5,53.5,4.0,7.0,10.0,23.0,452.0,538.0,7.0,8.0,3.0,6.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,12.0,50.02,1.8,0.0,0.0,18.0,51.86,1.8,L
31,25117,10.0,20.0,0.4,0.26,1.33,0.87,1.57,1.6,0.27,0.4,0.47,0.22,22,15,20,26,48.3,51.7,3.0,7.0,9.0,21.0,404.0,432.0,3.0,6.0,6.0,4.0,2.0,1.0,1.0,0.0,12.0,7.0,0.0,0.0,12.0,50.67999999999999,1.6,0.0,0.0,15.0,41.7,1.2,W
32,24108,20.0,12.0,0.25,0.37,1.16,1.42,1.97,1.71,0.0,0.47,0.4,0.24,23,20,29,34,39.4,60.6,2.0,4.0,10.0,13.0,312.0,520.0,8.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,8.2,36.9,0.0,0.0,0.0,15.4,56.67999999999999,1.4,L
32,26372,14.0,9.0,0.37,0.43,0.9,1.32,1.52,1.29,0.13,0.0,0.53,0.36,16,13,15,17,34.7,65.3,4.0,7.0,12.0,18.0,294.0,571.0,2.0,5.0,0.0,1.0,5.0,3.0,0.0,0.0,8.0,16.0,0.0,0.0,6.4,40.559999999999995,1.0,0.0,0.0,10.0,56.839999999999996,0.6,D
32,27544,13.0,18.0,0.37,0.32,0.87,1.03,1.16,1.87,0.07,0.4,0.56,0.31,18,17,15,34,45.6,54.4,3.0,6.0,13.0,12.0,333.0,406.0,4.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,16.0,12.0,0.0,0.0,11.0,45.94,0.2,0.0,0.0,12.0,49.68,1.2,L
32,26144,8.0,5.0,0.47,0.58,1.32,1.9,1.32,1.06,0.27,0.47,0.64,0.51,23,20,14,13,51.9,48.1,5.0,6.0,19.0,11.0,442.0,419.0,6.0,4.0,6.0,1.0,2.0,4.0,0.0,1.0,7.0,16.0,0.0,0.0,13.6,52.44,1.4,0.0,0.0,19.6,59.779999999999994,2.4,L
32,45007,7.0,11.0,0.52,0.4,1.9,1.19,1.29,1.48,0.4,0.27,0.6,0.24,30,9,14,26,65.0,35.0,8.0,1.0,20.0,11.0,597.0,315.0,12.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,8.0,5.0,0.0,0.0,17.6,50.86,2.4,0.0,0.0,13.6,42.739999999999995,1.2,D
32,36192,4.0,6.0,0.61,0.56,1.71,1.52,1.23,1.13,0.2,0.47,0.62,0.42,22,19,15,18,61.9,38.1,7.0,4.0,20.0,9.0,516.0,309.0,7.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,17.0,8.0,0.0,0.0,15.8,50.3,1.8,0.0,0.0,15.4,52.56,1.8,D
32,41500,3.0,16.0,0.62,0.33,2.0,1.06,1.03,1.39,0.4,0.07,0.69,0.29,33,16,12,26,61.7,38.3,3.0,0.0,16.0,8.0,514.0,319.0,8.0,5.0,3.0,1.0,0.0,2.0,0.0,0.0,9.0,16.0,0.0,0.0,18.6,54.38000000000001,1.8,0.0,0.0,12.8,48.92,0.4,W
32,51847,15.0,10.0,0.35,0.42,1.32,1.39,1.81,1.58,0.2,0.4,0.56,0.33,23,18,21,27,49.6,50.4,5.0,2.0,28.0,8.0,404.0,432.0,10.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,13.0,11.0,0.0,0.0,12.2,44.22,1.2,0.0,0.0,10.6,51.379999999999995,2.2,W
32,16658,19.0,17.0,0.25,0.32,0.9,1.16,1.65,1.84,0.2,0.4,0.29,0.31,11,16,22,25,32.1,67.9,1.0,7.0,9.0,18.0,264.0,589.0,2.0,10.0,3.0,2.0,2.0,3.0,1.0,0.0,9.0,12.0,0.0,0.0,15.6,44.540000000000006,1.2,0.0,0.0,15.0,54.36,1.8,D
32,75498,1.0,2.0,0.84,0.7,2.32,1.81,1.06,0.84,0.47,0.4,0.93,0.58,39,20,15,15,45.0,55.0,5.0,3.0,15.0,10.0,345.0,438.0,9.0,4.0,3.0,1.0,3.0,5.0,0.0,0.0,13.0,21.0,0.0,0.0,14.8,56.36,3.0,0.0,0.0,16.8,55.7,1.8,L
33,60095,5.0,14.0,0.59,0.36,1.91,0.94,1.06,1.53,0.6,0.13,0.65,0.21,39,12,20,32,67.9,32.1,7.0,4.0,14.0,5.0,616.0,287.0,9.0,3.0,3.0,4.0,1.0,2.0,0.0,0.0,10.0,11.0,0.0,0.0,18.0,57.14,2.4,0.0,0.0,6.8,38.540000000000006,0.6,W
33,37011,16.0,10.0,0.34,0.41,1.09,1.34,1.84,1.56,0.4,0.4,0.33,0.31,15,18,24,28,48.7,51.3,4.0,0.0,18.0,10.0,439.0,475.0,8.0,5.0,5.0,2.0,1.0,2.0,0.0,0.0,5.0,15.0,0.0,0.0,12.8,53.339999999999996,1.8,0.0,0.0,10.8,50.08,2.0,D
33,34876,6.0,19.0,0.55,0.25,1.53,0.91,1.16,1.62,0.47,0.07,0.69,0.21,28,17,17,29,60.2,39.8,5.0,3.0,13.0,10.0,399.0,276.0,13.0,5.0,2.0,6.0,3.0,3.0,0.0,0.0,6.0,13.0,0.0,0.0,15.0,49.58,2.0,0.0,0.0,14.6,41.28,1.4,W
33,24139,20.0,7.0,0.24,0.51,1.12,1.84,1.97,1.25,0.0,0.27,0.38,0.44,23,29,31,26,39.9,60.1,2.0,11.0,9.0,28.0,307.0,503.0,4.0,9.0,2.0,6.0,2.0,1.0,0.0,0.0,12.0,9.0,0.0,0.0,8.8,38.8,0.0,0.0,0.0,14.6,53.0,2.0,D
33,31984,12.0,11.0,0.39,0.4,1.44,1.16,1.66,1.44,0.6,0.27,0.48,0.25,24,9,19,26,61.2,38.8,5.0,3.0,19.0,8.0,429.0,268.0,7.0,4.0,3.0,4.0,2.0,3.0,0.0,0.0,12.0,17.0,0.0,0.0,15.8,57.08,2.0,0.0,0.0,12.8,39.38,1.4,D
33,52355,13.0,17.0,0.38,0.32,1.31,1.06,1.75,1.41,0.2,0.07,0.58,0.27,24,17,21,28,65.8,34.2,5.0,6.0,19.0,10.0,375.0,186.0,10.0,9.0,4.0,2.0,3.0,2.0,0.0,0.0,14.0,7.0,0.0,0.0,15.0,45.86,1.2,0.0,0.0,11.8,48.36,0.4,L
33,27191,15.0,1.0,0.35,0.81,0.88,2.28,1.22,1.09,0.07,0.4,0.52,0.75,19,33,18,18,42.2,57.8,3.0,4.0,13.0,11.0,343.0,472.0,3.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,11.6,47.2,0.2,0.0,0.0,15.6,55.96,2.4,L
34,60071,4.0,6.0,0.61,0.57,1.94,1.55,1.06,1.12,0.6,0.47,0.67,0.42,42,21,21,20,56.8,43.2,2.0,2.0,11.0,12.0,507.0,389.0,8.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,11.0,13.0,0.0,0.0,15.6,57.94,2.4,0.0,0.0,14.6,50.58,2.6,D
34,47106,2.0,18.0,0.72,0.31,1.79,1.18,0.82,1.85,0.6,0.27,0.82,0.31,37,17,11,26,50.4,49.6,2.0,4.0,12.0,10.0,461.0,456.0,5.0,4.0,6.0,2.0,2.0,1.0,0.0,0.0,12.0,6.0,0.0,0.0,17.2,55.56,2.4,0.0,0.0,15.8,58.54,2.0,W
34,34692,11.0,1.0,0.39,0.82,1.15,2.27,1.42,1.06,0.33,0.4,0.54,0.76,28,35,20,18,33.5,66.5,2.0,6.0,12.0,17.0,292.0,598.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,11.6,39.480000000000004,1.6,0.0,0.0,15.0,57.2,2.4,D
34,25002,10.0,3.0,0.4,0.63,1.33,2.0,1.55,1.06,0.27,0.27,0.5,0.56,25,29,22,20,52.8,47.2,2.0,7.0,11.0,17.0,469.0,415.0,6.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,14.0,13.0,0.0,0.0,8.8,48.2,1.6,0.0,0.0,16.4,56.120000000000005,1.8,L
35,25700,11.0,4.0,0.39,0.62,1.29,1.91,1.53,1.03,0.07,0.6,0.47,0.57,25,23,23,14,28.8,71.2,3.0,3.0,7.0,11.0,285.0,768.0,7.0,3.0,8.0,3.0,0.0,2.0,1.0,1.0,12.0,9.0,0.0,0.0,9.0,48.660000000000004,1.4,0.0,0.0,15.6,57.2,2.6,L
35,26460,13.0,20.0,0.37,0.24,0.97,1.09,1.56,1.91,0.27,0.07,0.55,0.1,20,14,18,34,45.5,54.5,8.0,2.0,20.0,16.0,349.0,422.0,8.0,8.0,5.0,2.0,2.0,3.0,0.0,0.0,9.0,11.0,0.0,0.0,7.6,37.96,0.6,0.0,0.0,7.8,38.779999999999994,0.2,W
35,17391,19.0,15.0,0.24,0.36,0.85,0.88,1.65,1.21,0.07,0.2,0.27,0.24,12,11,25,21,48.9,51.1,5.0,4.0,23.0,14.0,267.0,269.0,5.0,5.0,4.0,2.0,1.0,2.0,0.0,0.0,9.0,15.0,0.0,0.0,15.2,42.64,0.8,0.0,0.0,12.4,45.22,0.2,L
35,44614,14.0,6.0,0.36,0.55,1.12,1.5,1.32,1.12,0.4,0.27,0.41,0.39,18,21,17,21,36.4,63.6,4.0,2.0,8.0,11.0,248.0,429.0,3.0,10.0,1.0,3.0,1.0,2.0,0.0,0.0,8.0,15.0,0.0,0.0,10.2,45.3,0.8,0.0,0.0,12.8,47.22,2.2,W
35,20561,8.0,12.0,0.44,0.38,1.35,1.38,1.29,1.59,0.33,0.33,0.49,0.29,28,22,23,34,54.7,45.3,3.0,4.0,14.0,9.0,502.0,426.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,13.0,60.760000000000005,0.8,0.0,0.0,15.4,55.92,2.2,D
35,25671,9.0,16.0,0.44,0.36,1.26,1.26,1.32,1.76,0.07,0.27,0.59,0.18,25,19,17,36,57.2,42.8,4.0,6.0,11.0,10.0,363.0,284.0,15.0,2.0,6.0,1.0,0.0,2.0,0.0,0.0,9.0,11.0,0.0,0.0,13.6,51.04,0.8,0.0,0.0,15.4,51.64000000000001,1.2,D
35,34544,10.0,18.0,0.41,0.3,1.18,1.15,1.38,1.85,0.33,0.07,0.57,0.29,30,17,20,28,36.6,63.4,8.0,8.0,20.0,19.0,268.0,480.0,3.0,6.0,4.0,2.0,3.0,1.0,0.0,0.0,14.0,12.0,0.0,0.0,11.6,36.6,1.2,0.0,0.0,14.4,54.44,1.4,W
35,36121,5.0,2.0,0.61,0.7,1.76,1.76,1.26,0.88,0.33,0.4,0.63,0.57,27,23,18,19,45.3,54.7,6.0,4.0,11.0,11.0,394.0,488.0,4.0,5.0,4.0,2.0,3.0,2.0,0.0,0.0,12.0,10.0,0.0,0.0,14.4,50.339999999999996,1.4,0.0,0.0,16.6,56.239999999999995,2.4,W
35,45009,7.0,3.0,0.5,0.62,1.79,2.0,1.24,1.09,0.2,0.33,0.57,0.55,32,31,16,22,57.0,43.0,8.0,5.0,21.0,11.0,499.0,385.0,8.0,5.0,1.0,1.0,5.0,3.0,0.0,0.0,9.0,13.0,0.0,0.0,18.6,55.44,1.6,0.0,0.0,18.0,54.96,2.4,D
35,75591,1.0,17.0,0.82,0.33,2.29,1.06,1.03,1.85,0.4,0.27,0.88,0.33,43,20,17,38,51.9,48.1,4.0,4.0,12.0,9.0,553.0,528.0,5.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,14.6,57.5,2.0,0.0,0.0,14.4,53.64,2.0,W
36,47189,2.0,10.0,0.7,0.4,1.77,1.17,0.89,1.4,0.4,0.27,0.83,0.24,39,11,12,29,62.0,38.0,8.0,3.0,17.0,11.0,554.0,315.0,9.0,4.0,3.0,2.0,1.0,3.0,0.0,0.0,9.0,7.0,0.0,0.0,14.8,56.61999999999999,1.8,0.0,0.0,13.0,36.67999999999999,1.8,W
36,34563,6.0,11.0,0.56,0.38,1.49,1.26,1.09,1.51,0.4,0.07,0.72,0.3,31,19,17,30,53.9,46.1,4.0,0.0,21.0,6.0,420.0,364.0,7.0,2.0,4.0,4.0,1.0,3.0,0.0,0.0,12.0,17.0,0.0,0.0,12.6,51.82000000000001,1.6,0.0,0.0,9.0,46.32,0.8,W
36,31946,13.0,8.0,0.37,0.46,1.34,1.31,1.63,1.29,0.13,0.27,0.44,0.33,25,21,23,28,61.7,38.3,3.0,8.0,17.0,10.0,450.0,272.0,7.0,6.0,2.0,4.0,2.0,2.0,2.0,1.0,9.0,11.0,0.0,0.0,14.2,53.160000000000004,2.2,0.0,0.0,14.4,53.06,1.0,L
36,27488,12.0,14.0,0.38,0.36,0.89,0.94,1.17,1.54,0.4,0.2,0.52,0.19,20,13,20,36,47.5,52.5,3.0,0.0,12.0,6.0,337.0,373.0,6.0,3.0,4.0,1.0,4.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,13.6,46.68,0.8,0.0,0.0,10.4,38.88,1.0,W
36,22326,18.0,5.0,0.3,0.6,1.17,1.77,1.86,1.29,0.07,0.33,0.31,0.57,24,35,37,27,39.0,61.0,5.0,3.0,7.0,15.0,325.0,525.0,3.0,3.0,1.0,5.0,3.0,1.0,0.0,0.0,13.0,11.0,0.0,0.0,15.4,56.7,1.4,0.0,0.0,14.4,51.5,1.4,D
36,52351,17.0,7.0,0.35,0.51,1.23,1.91,1.89,1.2,0.07,0.33,0.52,0.46,24,35,30,26,53.2,46.8,2.0,9.0,11.0,16.0,565.0,504.0,5.0,7.0,2.0,5.0,2.0,2.0,1.0,0.0,14.0,6.0,0.0,0.0,14.2,48.96,0.8,0.0,0.0,20.4,57.54,1.2,L
36,23388,20.0,19.0,0.24,0.24,1.06,0.83,1.86,1.6,0.13,0.07,0.37,0.2,23,17,31,31,46.1,53.9,5.0,2.0,16.0,15.0,311.0,387.0,9.0,7.0,1.0,2.0,0.0,2.0,0.0,0.0,12.0,16.0,0.0,0.0,9.2,41.379999999999995,0.2,0.0,0.0,16.8,42.48,0.2,D
36,41780,3.0,9.0,0.63,0.43,2.0,1.31,1.06,1.31,0.33,0.27,0.7,0.37,39,18,15,23,51.8,48.2,8.0,3.0,24.0,13.0,536.0,497.0,6.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,9.0,11.0,0.0,0.0,15.4,52.980000000000004,2.0,0.0,0.0,13.4,59.08,0.4,W
36,60112,4.0,1.0,0.61,0.81,1.89,2.26,1.03,1.03,0.47,0.47,0.65,0.74,43,36,22,19,51.8,48.2,6.0,4.0,19.0,12.0,499.0,464.0,7.0,2.0,1.0,1.0,3.0,5.0,0.0,0.0,11.0,12.0,0.0,0.0,14.6,62.82000000000001,2.6,0.0,0.0,13.8,56.519999999999996,2.0,D
36,37428,16.0,15.0,0.35,0.35,1.2,1.11,1.83,1.46,0.27,0.4,0.37,0.3,22,21,26,34,55.5,44.5,11.0,2.0,16.0,10.0,474.0,376.0,4.0,4.0,2.0,1.0,0.0,3.0,0.0,1.0,10.0,15.0,0.0,0.0,12.4,51.56,1.4,0.0,0.0,10.0,42.519999999999996,1.4,W
37,24087,12.0,19.0,0.37,0.26,1.28,1.14,1.58,1.86,0.0,0.27,0.44,0.15,27,18,27,36,49.0,51.0,10.0,10.0,22.0,21.0,409.0,437.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,16.0,10.0,0.0,0.0,8.4,45.879999999999995,0.2,0.0,0.0,11.2,41.96,0.4,L
37,26842,16.0,13.0,0.35,0.37,0.94,1.22,1.56,1.81,0.2,0.4,0.52,0.37,21,22,20,39,53.7,46.3,2.0,4.0,9.0,13.0,386.0,342.0,6.0,5.0,2.0,1.0,2.0,3.0,0.0,0.0,16.0,13.0,0.0,0.0,10.0,42.4,0.8,0.0,0.0,13.0,50.64,1.4,L
37,20242,9.0,2.0,0.43,0.69,1.28,1.72,1.28,0.86,0.13,0.27,0.48,0.56,28,23,23,19,38.1,61.9,1.0,3.0,7.0,12.0,388.0,640.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,13.8,57.56,0.4,0.0,0.0,14.2,57.14,2.4,D
37,36190,5.0,14.0,0.61,0.36,1.75,1.31,1.25,1.61,0.47,0.07,0.65,0.28,28,22,18,35,49.5,50.5,1.0,3.0,6.0,8.0,393.0,407.0,5.0,5.0,5.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,14.2,53.0,1.6,0.0,0.0,14.0,55.92,1.6,W
37,25756,8.0,18.0,0.44,0.32,1.33,1.22,1.33,1.86,0.27,0.27,0.56,0.33,27,20,20,30,47.9,52.1,8.0,5.0,18.0,14.0,393.0,426.0,7.0,5.0,0.0,1.0,4.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,13.6,51.88000000000001,1.0,0.0,0.0,13.6,54.54,1.0,L
37,34962,10.0,17.0,0.4,0.35,1.14,1.19,1.36,1.83,0.27,0.13,0.56,0.19,30,19,20,36,45.8,54.2,3.0,3.0,10.0,12.0,272.0,342.0,7.0,3.0,6.0,4.0,1.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,12.4,36.379999999999995,1.2,0.0,0.0,14.6,49.56,0.8,D
37,18178,20.0,4.0,0.23,0.62,0.81,1.86,1.58,1.0,0.07,0.47,0.26,0.59,12,24,26,14,41.2,58.8,4.0,7.0,13.0,12.0,399.0,582.0,3.0,7.0,5.0,5.0,2.0,1.0,0.0,0.0,8.0,9.0,0.0,0.0,15.6,45.28,0.4,0.0,0.0,13.2,59.160000000000004,2.2,L
37,44991,7.0,6.0,0.51,0.56,1.86,1.44,1.17,1.06,0.33,0.27,0.56,0.39,32,21,16,21,54.8,45.2,3.0,2.0,15.0,11.0,451.0,366.0,3.0,5.0,3.0,1.0,1.0,2.0,0.0,0.0,10.0,11.0,0.0,0.0,21.6,56.48,1.8,0.0,0.0,13.2,51.8,1.6,D
37,75500,1.0,3.0,0.79,0.64,2.19,1.97,1.03,1.03,0.27,0.47,0.83,0.57,43,32,18,22,48.7,51.3,2.0,3.0,10.0,17.0,393.0,414.0,2.0,7.0,5.0,2.0,2.0,1.0,1.0,0.0,14.0,10.0,0.0,0.0,13.4,53.88000000000001,1.6,0.0,0.0,15.4,50.58,2.0,L
37,38130,15.0,11.0,0.35,0.38,1.11,0.89,1.44,1.17,0.27,0.47,0.41,0.24,19,12,18,22,47.6,52.4,3.0,3.0,15.0,12.0,331.0,367.0,5.0,6.0,0.0,3.0,2.0,2.0,1.0,0.0,8.0,11.0,0.0,0.0,9.0,38.4,1.2,0.0,0.0,12.6,46.480000000000004,1.2,D
37,46158,2.0,8.0,0.69,0.44,1.72,1.33,0.86,1.33,0.27,0.27,0.83,0.33,39,21,12,28,53.6,46.4,7.0,7.0,24.0,20.0,438.0,378.0,6.0,8.0,0.0,1.0,2.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,12.4,56.8,2.0,0.0,0.0,15.4,51.160000000000004,0.8,W
37,18550,18.0,9.0,0.32,0.43,1.22,1.28,1.86,1.28,0.27,0.13,0.31,0.37,24,18,37,23,53.3,46.7,8.0,4.0,16.0,12.0,488.0,427.0,4.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,15.0,13.0,0.0,0.0,13.6,54.4,1.0,0.0,0.0,13.4,53.8,0.6,L
37,41581,3.0,5.0,0.64,0.61,1.97,1.75,1.03,1.25,0.47,0.47,0.7,0.57,39,35,15,27,44.1,55.9,5.0,5.0,15.0,14.0,335.0,437.0,6.0,5.0,3.0,3.0,1.0,2.0,0.0,0.0,6.0,17.0,0.0,0.0,17.0,51.0,2.6,0.0,0.0,12.4,51.0,2.2,D
38,42084,16.0,3.0,0.36,0.65,1.22,1.97,1.81,1.03,0.4,0.6,0.35,0.6,23,34,28,23,43.2,56.8,2.0,7.0,15.0,15.0,371.0,500.0,6.0,7.0,4.0,2.0,1.0,2.0,1.0,1.0,13.0,8.0,0.0,0.0,13.6,50.6,2.0,0.0,0.0,16.8,47.48,2.2,L
38,27531,11.0,5.0,0.37,0.62,0.89,1.76,1.19,1.24,0.27,0.47,0.49,0.6,21,37,22,28,32.7,67.3,1.0,7.0,6.0,25.0,231.0,516.0,2.0,11.0,0.0,4.0,3.0,1.0,1.0,0.0,12.0,6.0,0.0,0.0,12.8,47.760000000000005,1.4,0.0,0.0,13.2,54.71999999999999,1.8,L
38,39475,6.0,10.0,0.57,0.39,1.46,1.11,1.03,1.38,0.47,0.07,0.74,0.23,33,11,17,31,64.7,35.3,7.0,2.0,28.0,7.0,493.0,264.0,7.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,7.0,12.0,0.0,0.0,13.6,53.220000000000006,1.6,0.0,0.0,12.2,38.54,1.2,W
38,25640,15.0,7.0,0.36,0.52,1.27,1.89,1.62,1.16,0.0,0.47,0.42,0.49,28,38,30,27,48.4,51.6,5.0,7.0,10.0,20.0,513.0,544.0,7.0,8.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,11.2,45.6,0.2,0.0,0.0,20.0,56.739999999999995,1.4,L
38,26837,12.0,8.0,0.37,0.43,1.03,1.3,1.51,1.41,0.2,0.2,0.54,0.32,25,21,20,32,48.1,51.9,7.0,4.0,12.0,8.0,409.0,451.0,8.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,11.0,7.0,0.0,0.0,10.4,43.7,0.8,0.0,0.0,15.6,48.34,0.8,W
38,17278,20.0,13.0,0.23,0.37,0.81,1.22,1.59,1.81,0.07,0.27,0.25,0.23,13,21,28,37,56.2,43.8,2.0,4.0,10.0,11.0,445.0,360.0,2.0,2.0,7.0,4.0,1.0,2.0,0.0,1.0,9.0,10.0,0.0,0.0,14.0,43.18,0.4,0.0,0.0,16.0,53.120000000000005,1.0,L
38,41988,17.0,14.0,0.35,0.36,1.11,1.3,1.43,1.59,0.13,0.07,0.4,0.28,20,23,19,36,36.0,64.0,2.0,8.0,6.0,17.0,274.0,510.0,3.0,10.0,1.0,1.0,0.0,2.0,0.0,0.0,9.0,10.0,0.0,0.0,10.2,40.2,1.4,0.0,0.0,13.2,55.86,1.0,D
38,75572,1.0,9.0,0.79,0.41,2.19,1.27,1.03,1.3,0.27,0.07,0.84,0.35,45,19,19,25,52.1,47.9,6.0,2.0,15.0,9.0,557.0,507.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,12.4,54.620000000000005,1.6,0.0,0.0,12.8,50.6,1.2,W
38,60068,4.0,18.0,0.63,0.32,1.92,1.22,1.0,1.92,0.47,0.27,0.67,0.32,47,21,23,34,47.5,52.5,10.0,2.0,21.0,11.0,452.0,513.0,7.0,4.0,2.0,5.0,0.0,2.0,0.0,0.0,12.0,11.0,0.0,0.0,13.4,61.3,2.2,0.0,0.0,13.2,51.48,0.8,W
38,22859,19.0,2.0,0.25,0.7,1.11,1.73,1.86,0.84,0.27,0.47,0.35,0.58,23,25,33,19,38.7,61.3,7.0,11.0,12.0,30.0,361.0,597.0,4.0,10.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,8.0,0.0,0.0,14.4,46.18,1.0,0.0,0.0,15.2,56.519999999999996,2.0,L
39,41794,3.0,6.0,0.66,0.55,1.97,1.45,1.03,1.05,0.6,0.27,0.72,0.37,41,22,16,23,43.5,56.5,6.0,7.0,23.0,20.0,387.0,524.0,7.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,8.0,9.0,0.0,0.0,16.4,49.4,2.2,0.0,0.0,16.6,54.120000000000005,1.6,W
39,44792,7.0,20.0,0.54,0.22,1.87,0.79,1.13,1.58,0.47,0.0,0.58,0.19,33,17,16,32,66.4,33.6,8.0,0.0,28.0,11.0,607.0,311.0,14.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,7.0,4.0,0.0,0.0,20.0,54.05999999999999,1.8,0.0,0.0,14.2,48.0,0.2,W
39,47054,2.0,11.0,0.68,0.39,1.74,1.08,0.89,1.53,0.27,0.4,0.79,0.23,41,16,15,38,60.3,39.7,3.0,7.0,14.0,17.0,497.0,317.0,7.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,18.8,58.7,2.0,0.0,0.0,10.4,46.38,1.2,L
39,52354,16.0,4.0,0.36,0.64,1.18,1.89,1.79,0.97,0.27,0.6,0.49,0.61,24,25,31,14,50.7,49.3,1.0,2.0,7.0,10.0,467.0,458.0,4.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,18.0,10.0,0.0,0.0,12.6,51.959999999999994,1.0,0.0,0.0,14.8,57.220000000000006,2.2,L
39,31539,14.0,13.0,0.36,0.37,1.29,0.89,1.58,1.18,0.13,0.13,0.44,0.25,26,13,24,23,63.0,37.0,7.0,3.0,12.0,8.0,522.0,296.0,3.0,4.0,3.0,2.0,0.0,2.0,0.0,0.0,10.0,7.0,0.0,0.0,14.0,56.54,0.6,0.0,0.0,11.4,45.18,1.4,D
39,20365,9.0,12.0,0.4,0.38,1.24,1.32,1.34,1.58,0.07,0.2,0.46,0.33,28,22,26,30,64.4,35.6,10.0,5.0,27.0,9.0,654.0,367.0,8.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,12.0,10.0,0.0,0.0,11.0,47.12,1.0,0.0,0.0,11.2,45.019999999999996,0.0,L
39,36063,5.0,17.0,0.63,0.34,1.74,1.08,1.21,1.42,0.6,0.13,0.67,0.28,29,21,18,35,68.2,31.8,14.0,3.0,35.0,8.0,467.0,222.0,14.0,1.0,4.0,2.0,1.0,2.0,0.0,1.0,7.0,14.0,0.0,0.0,14.2,55.8,2.2,0.0,0.0,9.8,39.739999999999995,1.6,W
39,26438,8.0,1.0,0.43,0.78,1.39,2.26,1.5,1.13,0.07,0.27,0.54,0.72,32,41,25,24,35.4,64.6,6.0,6.0,19.0,15.0,321.0,601.0,3.0,5.0,4.0,2.0,0.0,1.0,0.0,0.0,12.0,8.0,0.0,0.0,13.4,48.339999999999996,0.8,0.0,0.0,13.2,53.48,1.6,D
39,34973,10.0,19.0,0.4,0.25,1.18,1.13,1.39,1.92,0.27,0.2,0.58,0.14,34,20,22,40,48.4,51.6,10.0,6.0,21.0,17.0,352.0,369.0,6.0,4.0,5.0,0.0,2.0,1.0,0.0,0.0,13.0,10.0,0.0,0.0,12.0,37.839999999999996,1.0,0.0,0.0,14.8,46.04,1.0,W
39,23001,18.0,15.0,0.32,0.36,1.24,1.24,1.92,1.82,0.27,0.27,0.32,0.37,26,24,39,41,54.0,46.0,4.0,3.0,17.0,8.0,512.0,432.0,4.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,11.0,13.0,0.0,0.0,13.4,52.06,0.8,0.0,0.0,14.2,48.36,1.4,D
